Interval,Street,Count,
1,Westgate Dr., 1,
1,Palisadium Drive, 1,
1,FAIRWAY DR, 1,
1,MULBERRY AVE, 1,
1,W 77 St, 4,
1,SKILLMAN AVE, 7,
1,HUGUENOT ST, 3,
1,ESSEX ST, 18,
1,OXFORD RD, 1,
1,MARINA DR, 4,
1,W 96 St, 7,
1,193 ST, 4,
1,ALBANY BLVD, 1,
1,43 ST, 3,
1,AVE Z, 1,
1,VAN COTT AVE, 1,
1,COURTLAND AVE, 2,
1,WEST AVE, 3,
1,E 101 ST, 2,
1,BUCKINGHAM CIR, 1,
1,67 DR, 2,
1,RIVER CT, 5,
1,AVE L, 2,
1,W 77 ST, 68,
1,AVE M, 1,
1,CLUB WAY, 1,
1,VAN BRUNT ST, 1,
1,AVE H, 1,
1,METROPOLITAN OVAL, 1,
1,AVE K, 1,
1,WALNUT PL, 1,
1,GORDON AVE, 1,
1,MINETTA ST, 5,
1,montclair avenue, 1,
1,N 7 St, 1,
1,W 131 ST, 4,
1,HARDING AVE, 2,
1,CRESTVIEW RD, 1,
1,DANFORTH AVE, 1,
1,BRIXTON RD, 1,
1,WINDSOR RD, 1,
1,E 101 St, 1,
1,Frederick Place, 3,
1,79 Ave, 1,
1,COURT SQ, 1,
1,STONER AVE, 1,
1,31 ST, 2,
1,GUNPOWDER LN, 3,
1,COURT ST, 19,
1,TURNER DR, 1,
1,HESTER ST, 6,
1,PARK AVE, 467,
1,N 7 ST, 2,
1,WILLIAM ST, 56,
1,COUNTY LINE RD, 1,
1,STONY HOLLOW RD, 2,
1,Stuyvesant Ave, 1,
1,SEWARD DR, 1,
1,W 65 St, 1,
1,OXFORD PL, 1,
1,WOODS END DR, 1,
1,Vreeland St, 1,
1,CRESCENT ST, 27,
1,HILLMAN AVE, 2,
1,WELLINGTON RD, 4,
1,LUDLAM PL, 3,
1,181 ST, 1,
1,WOOD POINT RD, 1,
1,HENRY ST, 24,
1,WALDECK CT, 1,
1,S MIDDLE NECK RD, 2,
1,PETTIT AVE, 1,
1,OLD FARM LN, 1,
1,W 65 ST, 12,
1,PIERREPONT ST, 6,
1,W 106 ST, 35,
1,VAN BUREN ST, 1,
1,W 53 ST, 72,
1,MCGUIRE CT, 1,
1,BEMENT AVE, 1,
1,RIDGEWOOD TER, 6,
1,North End Ave, 5,
1,HUNTER AVE, 8,
1,MORNING GLORY RD, 1,
1,FORT INDEPENDENCE ST, 1,
1,WYCHWOOD RD, 1,
1,West Red Oak Lane, 1,
1,NEWARK ST, 1,
1,STONEWALL LN, 1,
1,W 53 St, 4,
1,N CHATSWORTH AVE, 2,
1,COVERT ST, 1,
1,W 118 ST, 22,
1,Bank St, 1,
1,ST FELIX AVE, 3,
1,mountain ave, 1,
1,ALTA AVE, 1,
1,MURRAY HILL RD, 1,
1,SUFFOLK BLVD, 1,
1,CLUBHOUSE DR, 1,
1,WILLIAM PL, 2,
1,MCGUIRE DR, 1,
1,WEIR LN, 1,
1,E 94 St, 3,
1,GOODRICH ST, 1,
1,PARKWAY DR, 1,
1,HALL AVE, 2,
1,35 AVE, 15,
1,84 Ave, 1,
1,E 190 ST, 1,
1,E BROADWAY, 17,
1,WALNUT CRES, 1,
1,W 192 ST, 1,
1,willow Abe, 1,
1,E 116 ST, 15,
1,ALDEN AVE, 1,
1,HULL ST, 2,
1,FLORAL PKWY, 1,
1,MILL SPRING RD, 1,
1,ABIS PL, 1,
1,E 94 ST, 54,
1,turkey lane, 1,
1,W JOHN ST, 1,
1,CAMPBELL RD, 1,
1,STURGES HWY, 2,
1,HUNTINGTON ST, 1,
1,SMITHTOWN BYP, 1,
1,W 41 ST, 17,
1,HAMILTON LN, 1,
1,HEADQUARTERS PLZ, 1,
1,PILGRIM AVE, 1,
1,E 82 St, 5,
1,GREAT JONES ST, 5,
1,E 6 ST, 77,
1,FALCON ST, 1,
1,YOUNGS HILL RD, 1,
1,W 28 St, 4,
1,COLLISTER ST, 2,
1,PUTNAM GRN, 4,
1,ORCHARD ST, 42,
1,JONES ST, 28,
1,71 RD, 1,
1,58 Ave, 1,
1,4 Ave, 9,
1,DONNY BROOK DR, 1,
1,S MICHIGAN AVE, 1,
1,CRESCENT WAY, 1,
1,LINDA DR, 2,
1,AIRMOUNT AVE, 1,
1,E 6 St, 6,
1,6 AVE/AVE OF AMERICA, 1,
1,ROYDON DR E, 1,
1,CEDAR DR, 2,
1,46 Rd, 1,
1,Lafayette ave, 1,
1,34 St, 2,
1,LAUREL HOLLOW RD, 1,
1,67TH ST, 1,
1,E MADISON AVE, 2,
1,46 ST, 6,
1,E 70 St, 1,
1,ROSLYN RD, 7,
1,CENTRE MARKET PL, 1,
1,OLMSTEAD PL, 2,
1,RAYMOND BLVD, 3,
1,WOODS PL, 1,
1,BROOKHAVEN AVE, 1,
1,Altessa Blvd., 2,
1,COMMERCE ST, 9,
1,N MOUNTAIN AVE, 2,
1,AIR TRAIN STATION #3, 1,
1,IRVING PL, 58,
1,184 St, 1,
1,HICKS ST, 14,
1,CEDAR CT, 1,
1,WATERS EDGE DR, 1,
1,46 RD, 3,
1,34 ST, 10,
1,BEACH 67, 1,
1,83 PL, 2,
1,E 104 ST, 4,
1,MEADE TERRACE, 1,
1,WOODCLIFF AVE, 1,
1,E 82 ST, 113,
1,71 ST, 3,
1,CONNECTICUT AVE, 1,
1,Springfield Ave, 1,
1,BELLWOOD AVE, 1,
1,DAWSON AVE, 1,
1,BUSH ST, 1,
1,BLELOCH AVE, 1,
1,THROGS NECK EXPWY, 2,
1,STUART DR, 1,
1,Valley LN W, 1,
1,JEWEL AVE, 2,
1,E 57 St, 6,
1,SUFFOLK RD, 2,
1,83 ST, 6,
1,LUQUER ST, 1,
1,PINE HILL AVE, 2,
1,50 AVE, 21,
1,HICKS LN, 1,
1,Pompton ave, 1,
1,Varick St, 1,
1,KILBURN RD S, 1,
1,MABRO DR, 1,
1,22 ST, 1,
1,W 16 ST, 161,
1,208 ST, 1,
1,196 PL, 1,
1,2 STREET, 1,
1,GRAND ST, 92,
1,Lewis Dr, 1,
1,Culver Ave., 1,
1,WALTON AVE, 3,
1,SANDS ST, 1,
1,E 57 ST, 162,
1,E 70 ST, 67,
1,FREEMAN ST, 1,
1,GRYMES HILL RD, 1,
1,W 236 ST, 1,
1,SARLES ST, 11,
1,34 RD, 1,
1,PAERDEGAT 3 ST, 1,
1,Madison St, 1,
1,SPARKS ST, 1,
1,FAULKNER LN, 3,
1,W 28 ST, 56,
1,PENISTON AVE, 1,
1,14TH ST, 6,
1,22 RD, 1,
1,CHESTNUT HL, 1,
1,overlook drive, 1,
1,10 ST, 5,
1,MILLER CIR, 1,
1,Union Ave, 1,
1,LLOYD HAVEN DR, 1,
1,Henry ST, 7,
1,SHADYSIDE AVE, 1,
1,AUDREY ZAPP DR, 3,
1,Hicks St, 1,
1,AMBOY RD, 1,
1,LYNN LN, 1,
1,SPRINGHOUSE LN, 1,
1,E 69 St, 8,
1,South bay, 1,
1,ETON CT, 1,
1,ASHLAND PL, 3,
1,west 17th street, 1,
1,.AMSTERDAM AVE, 1,
1,BEECH AVE, 2,
1,11 AVE, 65,
1,Wyckoff St, 1,
1,Hamilton Street, 1,
1,97 AVE, 1,
1,BELLVALE LAKES RD, 1,
1,W 16 St, 5,
1,WHITFORD AVE, 1,
1,PERRY ST, 60,
1,PINEHURST AVE S, 1,
1,SUFFOLK ST, 7,
1,PARIS AVE, 4,
1,Bayview Ave, 1,
1,E 69 ST, 66,
1,W BROADWAY, 61,
1,HOOVER DR, 2,
1,E 222 St, 1,
1,E 33 ST, 80,
1,HICKORY AVE, 1,
1,PLAZA ST E, 3,
1,VAN CORTLANDT AVE, 1,
1,WINDING HOLLOW DR, 6,
1,Forest Street, 1,
1,SEIGEL ST, 3,
1,GRAND ARMY PLZ, 1,
1,233 ST, 1,
1,GARDEN PL, 1,
1,E 5TH ST, 2,
1,EMMA CT, 2,
1,KANE ST, 2,
1,NORTHERN BLVD, 10,
1,MOUNTAIN AVE, 1,
1,STAGG ST, 1,
1,Duck Pond Road, 1,
1,MOSHOLU AVE, 1,
1,MEADOWVIEW AVE, 3,
1,E 33 St, 1,
1,AUSTIN PL, 1,
1,LONGVIEW RD, 1,
1,SHEPHERD LN, 1,
1,CONYINGHAM AVE, 1,
1,ELWOOD RD, 1,
1,HAMILTON ST, 1,
1,N SUMMIT AVE, 8,
1,LEROY AVE, 1,
1,E BEACH DR, 1,
1,WATER GRANT ST, 3,
1,MULBERRY PL, 1,
1,ESSEX DR, 2,
1,richard road, 1,
1,WAKEMAN PL, 1,
1,IROQUOIS TRL, 1,
1,CORALYN AVE, 1,
1,FRONT ST, 12,
1,OLD MILL RD, 6,
1,BRANCH BLVD, 1,
1,8 ST, 4,
1,W 103 ST, 13,
1,BEA AVE, 1,
1,UNION SQ E, 2,
1,TILDEN ST, 1,
1,BELLEGROVE DR, 1,
1,E 45 ST, 59,
1,PENATIQUIT AVE, 1,
1,MULBERRY ST, 51,
1,MACDOUGAL ALLEY, 1,
1,HIGH POINT LN, 4,
1,UNION SQ W, 9,
1,York Ave, 4,
1,HAMILTON RD, 1,
1,SUNSET BLVD, 1,
1,Eleventh St, 1,
1,MEADOWS EAST, 1,
1,ST JOHNS PL, 9,
1,JANE ST, 58,
1,SAMANTHA DR, 2,
1,WHIPPOORWILL RD, 1,
1,31 DR, 1,
1,Robin Drive, 1,
1,E 234 ST, 1,
1,PLAZA ST W, 1,
1,MACDONOUGH ST, 2,
1,E 45 St, 1,
1,N BROADWAY, 1,
1,Hughey Ln, 1,
1,ROUTE 106, 2,
1,LORELEI DR, 1,
1,FT WASHINGTON AVE, 40,
1,AUSTIN ST, 4,
1,Montana Place, 1,
1,WESTERVELT PL, 1,
1,CREST LN, 1,
1,COLUMBIA AVE, 1,
1,HAMILTON PL, 4,
1,BELMAR BLVD, 1,
1,JOHN WALSH BLVD, 1,
1,CONEY ISLAND AVE, 4,
1,CROSSWAY, 9,
1,MARCY PL, 1,
1,Roosevelt, 1,
1,MITCHELL AVE, 1,
1,Hollow Tree Ridge Rd, 3,
1,Maple Court, 1,
1,Washington Sq W, 2,
1,BEEKMAN PL, 16,
1,N END DR, 1,
1,GREENE AVE, 3,
1,Constitution Avenue, 1,
1,Sherwood Place, 1,
1,JOHN F KENNEDY PKWY, 1,
1,W 179 ST, 3,
1,Half Moon Isle, 1,
1,ALPINE CT, 1,
1,Hollow Tree Ridge RD, 1,
1,EVERETT ST, 1,
1,E 21 ST, 66,
1,CLARENCE AVE, 1,
1,STANLEY AVE, 1,
1,OCEAN BLVD, 3,
1,39 AVE, 6,
1,BEEKMAN ST, 6,
1,HOPE ST, 3,
1,BOBOLINK LN, 1,
1,BORDEN AVE, 16,
1,W OAK HILL DR, 1,
1,DAKOTA PL, 2,
1,W 81 ST, 79,
1,WINDSOR DR, 1,
1,PENNSYLVANIA AVE, 4,
1,HAZEL CT, 1,
1,E 21 St, 3,
1,E 116 St, 1,
1,ROCKAWAY AVE, 1,
1,US HIGHWAY 1 S, 1,
1,LAIGHT ST, 15,
1,stocker road, 1,
1,67 AVE, 42,
1,CANAL ST, 35,
1,4th Street, 1,
1,HART ST, 2,
1,Greene st, 1,
1,W 180 ST, 4,
1,W 81 St, 3,
1,58 ST, 1,
1,EVERGREEN CIR, 9,
1,257 ST, 1,
1,SUMMIT AVE, 1,
1,Van Vorst Street, 1,
1,W 140 ST, 5,
1,STEELE AVE, 1,
1,E 122 ST, 1,
1,W 139 St, 2,
1,PAULDING AVE, 1,
1,Veterans Memorial Dr, 1,
1,E 18 St, 3,
1,S 9 St, 1,
1,HEARTHSTONE CIRCLE, 1,
1,64 ST, 2,
1,E 110 St, 2,
1,CLIFF ST, 12,
1,COLLEGE PL, 1,
1,W 46 St, 4,
1,OLMSTED RD, 1,
1,FLORIDA AVE, 1,
1,BALTIC ST, 4,
1,STURGIS RD, 1,
1,GREYSTONE AVE, 1,
1,E 18 ST, 55,
1,S 9 ST, 2,
1,W 58 ST, 141,
1,DONALDSON AVE, 1,
1,CHESTNUT HILL LN, 1,
1,76 RD, 1,
1,E HOUSTON ST, 21,
1,WEST END AVE, 637,
1,THIERIOT AVE, 3,
1,WOODWARD AVE, 1,
1,BRANCH BROOK RD, 1,
1,MANAHASSETT WAY, 1,
1,Dune Rd, 1,
1,76 St, 2,
1,E 31 ST, 71,
1,JOHN PL, 1,
1,225 ST, 1,
1,Meyersville Rd, 1,
1,FAIRFIELD ST, 2,
1,E HARTSDALE AVE, 3,
1,7 Ave, 8,
1,W 127 St, 1,
1,SENECA AVE, 2,
1,Clinton Street, 2,
1,E 109 ST, 2,
1,40 St, 1,
1,LILLIAN TER, 2,
1,W 34 St, 6,
1,CANDY LN, 1,
1,MARISA CT, 1,
1,MONROE ST, 14,
1,RIDGEDALE RD, 1,
1,River Road, 2,
1,VERMILYEA AVE, 2,
1,SHINGLE HOUSE RD, 1,
1,76 ST, 3,
1,E 146 ST, 1,
1,NOSTRAND AVE, 4,
1,KINGSTON RD, 1,
1,Gansevoort St, 2,
1,Bainbridge Ave, 1,
1,E 31 St, 3,
1,SAXON WOODS RD, 6,
1,W 139 ST, 9,
1,HUMMINGBIRD DR, 1,
1,Oakdale Rd, 1,
1,ZELLER DR, 1,
1,Pulaski st, 2,
1,179 ST, 1,
1,E 110 ST, 15,
1,CASALS PL, 3,
1,40 ST, 13,
1,W 46 ST, 97,
1,PINEBROOK BLVD, 2,
1,22ND ST, 2,
1,HEGEMAN AVE, 3,
1,W 115 ST, 15,
1,JAMES DOOLITTLE BLVD, 7,
1,AVE OF THE AMERICAS, 12,
1,Riverside Blvd, 5,
1,W 22 ST, 106,
1,SACKET AVE, 1,
1,88 St, 1,
1,BERNICE RD, 1,
1,Bridge St, 2,
1,W 176 ST, 6,
1,Atlantic Ave, 1,
1,CAMBRIDGE DR, 1,
1,HEMPSTEAD TURNPIKE, 1,
1,RYEFIELD RD, 1,
1,WENDOVER RD, 1,
1,W 83 ST, 61,
1,Jericho Turnpike, 1,
1,PYNGYP RD, 1,
1,PEATHOLE LN, 1,
1,NEWBRIDGE RD, 1,
1,SHERIDAN AVE, 3,
1,Howland Avenue, 2,
1,40 RD, 5,
1,SOUTHERN BLVD, 2,
1,Paradise Drive, 1,
1,14th street, 1,
1,CORPORATE DR, 2,
1,87 AVE, 10,
1,FAIRVIEW RD W, 1,
1,88 ST, 1,
1,Manhattan Ave, 5,
1,W 127 ST, 8,
1,W 176 St, 1,
1,BAYLISS ST, 1,
1,39 ST, 2,
1,Harrow St, 1,
1,Glenbrook Rd., 1,
1,BOOTH MEMORIAL AVE, 1,
1,MORAN PL, 1,
1,CORLEAR AVE, 3,
1,W 34 ST, 49,
1,SCOOTER LN, 1,
1,W 10 St, 2,
1,W HAMILTON PL, 1,
1,W 83 St, 4,
1,MOISON RD N, 1,
1,W 188 ST, 3,
1,MetLife Stadium Dr, 1,
1,27 ST, 3,
1,W 95 ST, 41,
1,GLEN TER, 1,
1,ECKFORD ST, 1,
1,GREENPOINT AVE, 3,
1,ALTESSA BLVD, 8,
1,SCARSDALE RD, 1,
1,PALISADE AVE, 12,
1,CRESTON AVE, 2,
1,GOLD ST, 75,
1,GLEN DR, 1,
1,TRYON PL, 1,
1,MORNINGSIDE DR, 26,
1,JOHN ST, 80,
1,PITT ST, 6,
1,W 115 St, 2,
1,27 St, 3,
1,KIMBERLY PL, 1,
1,W 22 St, 2,
1,W 95 St, 2,
1,HARRISON AVE, 6,
1,MAYFAIR DR, 2,
1,SIWANOY PL, 1,
1,DRIGGS AVE, 13,
1,SYLVAN TER, 1,
1,DEVOE RD, 3,
1,Leonard St, 1,
1,237 St, 1,
1,COLUMBUS CIRCLE, 12,
1,BLACKSTONE AVE, 2,
1,STRATTON RD, 5,
1,DANNY LN, 1,
1,BEACH 128TH ST, 1,
1,W SNYDER ST, 1,
1,MONROE PL, 10,
1,HILL ST, 1,
1,CENTER ST, 1,
1,HOLLOW CT, 1,
1,132 AVE, 1,
1,DOREMUS AVE, 2,
1,THOMPSON ST, 73,
1,ST PAULS PL, 1,
1,33 AVE, 3,
1,LYNHAVEN PL, 1,
1,PONDFIELD RD W, 2,
1,10th Street, 1,
1,COBBLESTONE LN, 1,
1,BRITTANY CIR, 1,
1,ACKERSON PL, 1,
1,WELWYN RD, 1,
1,Minebrook Road, 1,
1,STRONG PL, 1,
1,TERRY DR, 1,
1,FELICITY LN, 1,
1,MIDBROOK LN, 1,
1,262 ST, 1,
1,White St, 2,
1,E LINCOLN ST, 2,
1,GILDERSLEEVE ST, 1,
1,GREAT NECK RD, 3,
1,NEWBOLD AVE, 1,
1,DECATUR AVE, 1,
1,WADSWORTH AVE, 11,
1,GLENDALE ST, 1,
1,Sea Spray Drive, 1,
1,W 10 ST, 93,
1,64 Ave, 1,
1,FRANKLIN AVE, 7,
1,GILMORE CT, 1,
1,HAVEMEYER AVE, 1,
1,MAINE AVE, 1,
1,HINE RD, 1,
1,HORIZON RD, 1,
1,FIELDSTON TER, 1,
1,SOUTH WILLIAMS ST, 3,
1,Fox Meadow Road, 4,
1,FRANKEL BLVD, 1,
1,Dailey Drive, 3,
1,HIGHPOINT AVE, 1,
1,MCCLEAN AVE, 1,
1,Broad St, 5,
1,MAXWELL LN, 1,
1,EMMONS AVE, 1,
1,ARCHER RD, 1,
1,DITMARS ST, 1,
1,EAGLE ST, 1,
1,CHESTNUT HILL RD, 1,
1,WILLETS POINT BLVD, 1,
1,STRONG ST, 1,
1,W 164 St, 1,
1,WELLESLEY AVE, 1,
1,PINETREE LN, 1,
1,E 95 St, 11,
1,S BROOKWOOD DR, 1,
1,64 PL, 2,
1,HEMPSTEAD GARDENS DR, 5,
1,Wall St, 7,
1,EDSON AVE, 4,
1,CAMLET COURT, 2,
1,WILMINGTON DR, 1,
1,Markham Place, 1,
1,BARTHOLOMEW RD, 1,
1,South Brookwood Dr, 1,
1,LAUREL AVE, 1,
1,TUDOR CITY PL, 42,
1,Colonial Drive, 1,
1,W 164 ST, 4,
1,Hillspoint Rd, 1,
1,boulevard east, 1,
1,JENNINGS CT, 1,
1,Lexington Ave, 4,
1,Orchard St, 2,
1,E 95 ST, 93,
1,PRESIDENT ST, 23,
1,ALDERBROOK RD, 3,
1,ADRIAN AVE, 2,
1,OLD ALBANY POST RD, 2,
1,Ormond Drive, 1,
1,Madison, 5,
1,52 ST, 2,
1,SOUTH AVE, 2,
1,MUNSEY RD, 1,
1,N 6 St, 2,
1,20 AVE, 1,
1,13 AVE, 2,
1,HILL PARK AVE, 1,
1,TULIP TREE LN, 3,
1,A Street, 1,
1,FANNING ST, 1,
1,PINE CT, 1,
1,OAKLAND AVE, 1,
1,REMSEN ST, 2,
1,Claremont Ave, 1,
1,DITMARS BLVD, 14,
1,CARLTON AVE, 15,
1,BROOKDALE PLAZA, 4,
1,HILL RD, 1,
1,PARMELEE AVE, 1,
1,CUSTER ST, 1,
1,7th st, 1,
1,Academy Street, 1,
1,HEATHER LN, 1,
1,E 83 ST, 124,
1,MAYHILL ST, 1,
1,192 ST, 2,
1,LEFFERTS AVE, 2,
1,E 122 St, 1,
1,ANDERSON HILL RD, 3,
1,N 6 ST, 8,
1,Washington St., 1,
1,PERSHING AVE, 2,
1,LAKEVIEW AVE, 4,
1,SCHRAALENBURGH RD, 1,
1,PORT TERMINAL BLVD, 1,
1,W 152 ST, 4,
1,RARITAN AVE, 1,
1,MACARTHUR AVE, 1,
1,SEDGWICK AVE, 2,
1,MONROE AVE, 3,
1,WEIRFIELD ST, 1,
1,CAYUGA AVE, 1,
1,ERNST AVE, 2,
1,CONSTITUTION AVE, 2,
1,HARBOR CIR, 1,
1,SEA CLIFF AVE, 1,
1,E 83 St, 7,
1,VAN DAM ST, 3,
1,CAMBRIDGE PL, 1,
1,Desbrosses St, 1,
1,BARRINGER RD, 1,
1,E 71 ST, 69,
1,DUANE ST, 55,
1,BOULDER TRL, 1,
1,CHURCH ST, 46,
1,WALT WHITMAN RD, 1,
1,TREETOP CRES, 1,
1,FOREST DR, 1,
1,Bloomfield ave, 2,
1,51 Ave, 1,
1,MARA CT, 1,
1,N PIERCE AVE, 1,
1,MOUNT PROSPECT AVE, 3,
1,LAGUARDIA PL, 6,
1,THOMSON AVE, 3,
1,E 71 St, 2,
1,ELM ST, 1,
1,74 AVE, 2,
1,E 58 St, 6,
1,Route 9W S, 1,
1,GREGORY AVE, 1,
1,5 ST, 3,
1,Walnut St, 1,
1,BROADWAY AVE, 1,
1,FOREST CT, 1,
1,KOEWING PL, 1,
1,GLEN RD, 1,
1,ANNUSKEMUNNICA RD, 1,
1,HINSDALE ST, 1,
1,CENTER AVE, 2,
1,MERRICK BLVD, 1,
1,MAUJER ST, 3,
1,GIANELLI AVE, 1,
1,BOND ST, 8,
1,THORNTON PL, 2,
1,Fenimore Road, 1,
1,DUNTON AVE, 1,
1,BRUCE AVE, 1,
1,N 15TH ST, 1,
1,PROSPECT PK SW, 2,
1,ST MARKS AVE, 4,
1,POMANDER RD, 1,
1,103 AVE, 8,
1,EDGEMONT RD, 1,
1,39 DR, 1,
1,W 74 St, 4,
1,KIMBERLY CT, 1,
1,Route 1 South, 1,
1,GLEN WILD RD, 1,
1,Pennsylvania Ave, 1,
1,First Avenue, 1,
1,HARDING ST, 2,
1,PLEASANT AVE, 4,
1,Orchid Court, 1,
1,WHITE PLAINS RD, 2,
1,3rd street, 1,
1,SANFORD AVE, 1,
1,BRUCKNER BLVD, 1,
1,JUDITH ST, 1,
1,W 100 ST, 10,
1,BEAVER DAM RD, 1,
1,COUNTRY VILLAGE RD, 1,
1,WINCHESTER BLVD, 6,
1,W 74 ST, 64,
1,FAIRWAY LANE, 1,
1,LAURELTON PKWY, 1,
1,SUTTONS LN, 1,
1,DAMSON ST, 1,
1,HANCOCK AVE, 1,
1,SUMMERFIELD ST, 1,
1,E 34 St, 9,
1,195 ST, 4,
1,Jackson St, 1,
1,ALEXANDER AVE, 1,
1,BRIGHTON 6 ST, 2,
1,RIVER RD, 29,
1,EXCHANGE PL, 40,
1,LENOX TER, 2,
1,FOUNTAIN AVE, 1,
1,SEWARD AVE, 1,
1,HOFFMAN ST, 1,
1,DAHILL RD, 2,
1,BERGEN ST, 11,
1,195 St, 1,
1,GERARD AVE, 1,
1,Lenox Avenue, 1,
1,WYKAGYL TER, 17,
1,SALISBURY PT, 1,
1,SENTINEL CT, 1,
1,W 62 St, 3,
1,BENNETT AVE, 23,
1,RIDGE BLVD, 2,
1,E 46 ST, 49,
1,COUNTRY RIDGE RD, 2,
1,E 5 ST, 36,
1,SUTTON PL S, 51,
1,Kipp Avenue, 1,
1,HELLER WAY, 1,
1,W 50 St, 3,
1,RIVER PL, 12,
1,Union Sq South, 1,
1,N 9 ST, 2,
1,E 58 ST, 74,
1,Harmon Cove Tower, 1,
1,Charles St, 1,
1,SEAVIEW AVE, 1,
1,AMPERE AVE, 1,
1,W 62 ST, 23,
1,MERRICK RD, 2,
1,MAYLANES ROAD, 1,
1,YELLOWBANK RD, 1,
1,E 46 St, 5,
1,HEMSLEY LN, 1,
1,CEDAR AVE, 1,
1,E 5 St, 6,
1,YENNICOCK AVE, 1,
1,WOOSTER ST, 20,
1,Forte Drive, 3,
1,ROBINS NEST LN, 1,
1,COURTLANDT AVE, 1,
1,Hickman, 1,
1,SLEEPY HOLLOW RD, 2,
1,E 125 ST, 4,
1,WALDO AVE, 2,
1,Main St, 1,
1,KINGSLAND AVE, 2,
1,68TH ST, 1,
1,FLANDERS LN, 1,
1,PARKVIEW PL, 1,
1,LINDEN DR, 9,
1,Washington Ave, 2,
1,FLUSHING AVE, 2,
1,PRIMROSE LN, 4,
1,BURKE AVE, 1,
1,BEVERLY DR, 1,
1,FORLEY ST, 1,
1,118 ST, 2,
1,DEVOE ST, 5,
1,Wynmor Road, 1,
1,W 49 ST, 68,
1,67 Rd, 1,
1,S 1 St, 1,
1,VERNON PKWY, 1,
1,KIMBERLY WAY, 1,
1,210 ST, 1,
1,COLUMBUS DR, 1,
1,MCKINLEY AVE, 2,
1,PENN PLAZA, 4,
1,PROSPECT AVE, 10,
1,MEADOWLANDS PLZ, 2,
1,HAMPTON RD, 2,
1,W 148 St, 2,
1,LANDING RD, 1,
1,E 10 ST, 112,
1,68 Ave, 1,
1,ENGERT AVE, 2,
1,180 Walnut Street, 1,
1,BUTLER ST, 4,
1,39 PL, 1,
1,Raymond Street, 1,
1,W 49 St, 2,
1,E 22 ST, 157,
1,S 1 ST, 2,
1,W 50 ST, 68,
1,Glenwood, 1,
1,WILSON AVE, 3,
1,LANDER AVE, 1,
1,BAY RIDGE AVE, 1,
1,Barrow, 1,
1,CATOR AVE, 1,
1,YORK ST, 7,
1,VALLEY LN W, 1,
1,67 ST, 1,
1,YARMOUTH RD, 1,
1,TAHLULAH LN, 1,
1,W 148 ST, 9,
1,15 St, 1,
1,Central Ave, 2,
1,Roosevelt Avenue, 2,
1,TIEMANN PL, 2,
1,Brunswick St., 1,
1,DWARS KILL LN, 1,
1,W 136 ST, 5,
1,STEPHAN MARC LN, 5,
1,E 22 St, 5,
1,RICHARD AVE, 1,
1,HARBOR GREEN CIR, 1,
1,WEIDNER AVE, 1,
1,Christopher Columbus, 1,
1,Ocean Blvd, 1,
1,Long Ridge Rd, 2,
1,BEACH 62 ST, 1,
1,W 37 ST, 122,
1,King St, 1,
1,NORDEN DRIVE, 1,
1,FDR DRIVE, 17,
1,BOONE ST, 1,
1,WILLOW WOODS TRL, 1,
1,79 St, 1,
1,HOWLAND AVE, 1,
1,INDIAN HILL LN, 1,
1,CHERRY AVE, 1,
1,WALWORTH AVE, 2,
1,W 136 St, 1,
1,West End Ave, 8,
1,E 34 ST, 188,
1,FAIRFIELD LN, 1,
1,RIVER ST, 17,
1,GRISSOM DR, 1,
1,COMMONS PARK SOUTH, 1,
1,W 37 St, 14,
1,West Route 59, 1,
1,10 Ave, 6,
1,79 ST, 2,
1,CHARLES LINDBERGH BL, 1,
1,BEAVER ST, 17,
1,80 St, 1,
1,COVE NECK RD, 1,
1,W 80 ST, 46,
1,GREAT OAK DR, 1,
1,E 149 ST, 1,
1,Park Ave, 16,
1,W 112 St, 1,
1,FRANK AVE, 1,
1,W 124 ST, 4,
1,E LAKE RD, 1,
1,W 13 St, 5,
1,Eric Court, 1,
1,UNION AVE, 8,
1,HIGHLAND AVE, 3,
1,3 AVE, 258,
1,PORTICO CT, 2,
1,ALBANY ST, 16,
1,BATHGATE AVE, 1,
1,80 ST, 4,
1,KINGSTON CT, 2,
1,S WELLWOOD AVE, 1,
1,W 80 St, 1,
1,CENTRAL RD, 1,
1,ST JOHNS AVE, 2,
1,CHAMBERS ST, 54,
1,W 112 ST, 21,
1,W 92 ST, 46,
1,Treasure Island Driv, 3,
1,ROUND HILL RD, 1,
1,BRIARWOOD LN, 1,
1,VIRGIL PL, 1,
1,BUTLER PL, 4,
1,W 13 ST, 72,
1,2nd St, 1,
1,GLENWOOD RD, 1,
1,ROCKVIEW AVE, 1,
1,DUNBAR ST, 1,
1,Union St, 2,
1,WAYNE ST, 2,
1,FREDERICK PL, 2,
1,CAMPUS DR, 1,
1,Park Place, 2,
1,W 25 St, 4,
1,W 92 St, 2,
1,MACKAY PL, 2,
1,46 AVE, 4,
1,HONE AVE, 3,
1,NEWTOWN AVE, 6,
1,E 233 ST, 1,
1,GUION LN, 1,
1,PITKIN AVE, 2,
1,RICHMONDVILLE AVE, 2,
1,Primrose Lane, 1,
1,118 St, 1,
1,lake avenue, 1,
1,BONNIE WAY, 1,
1,W 25 ST, 83,
1,HIGHLAND RD, 1,
1,Highwood Ave, 1,
1,Community Place, 1,
1,Westminster Avenue, 1,
1,KNOB HILL DR, 2,
1,92 ST, 1,
